OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentText,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865705.0000000000,,Manganese,Total,1820,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865710.0000000000,,Iron,Dissolved,2720,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865709.0000000000,,Copper,Total,3,ug/l,,220.2,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865706.0000000000,,Zinc,Total,29,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865704.0000000000,,Iron,Total,19400,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865712.0000000000,,Aluminum,Dissolved,0,ug/l,<50 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/10/2000,50,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865703.0000000000,,Aluminum,Total,70,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865711.0000000000,,Zinc,Dissolved,0,ug/l,<5 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/10/2000,5,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0032,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865700.0000000000,,Sulfate as SO4,Total,846,mg/l,,300(A),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865170.0000000000,,Aluminum,Total,0,ug/l,<50 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/16/2000,50,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865174.0000000000,,Zinc,Dissolved,0,ug/l,<5 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/10/2000,5,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865175.0000000000,,Aluminum,Dissolved,0,ug/l,<50 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/10/2000,50,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865165.0000000000,,Manganese,Total,650,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865168.0000000000,,Magnesium,Total,34.3,mg/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865173.0000000000,,Copper,Dissolved,0,ug/l,<1 ug/l,220.2,USEPA,,,,Sturm Evironmental Services,8/28/2000,1,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865169.0000000000,,Copper,Total,4,ug/l,,220.2,USEPA,,,,Sturm Evironmental Services,8/24/2000,1,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865171.0000000000,,Iron,Total,17300,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865172.0000000000,,Iron,Dissolved,90,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865166.0000000000,,Zinc,Total,0,ug/l,<5 ug/l,200.7(W),USEPA,,,,Sturm Evironmental Services,8/16/2000,5,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865167.0000000000,,Calcium,Total,162,mg/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-INVS2000GEWESTF-0,Sample,8/8/2000,WAPINST1,,211WVOWR-MW-015-0029,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007865163.0000000000,,Sulfate as SO4,Total,494,mg/l,,375.4,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825069.0000000000,,Manganese,Total,3520,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825068.0000000000,,Magnesium,Total,72.7,mg/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825066.0000000000,,Copper,Total,52,ug/l,,220.2,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825065.0000000000,,Calcium,Total,234,mg/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825039.0000000000,,Aluminum,Dissolved,23400,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825040.0000000000,,Copper,Dissolved,52,ug/l,,220.2,USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825041.0000000000,,Iron,Dissolved,25100,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825067.0000000000,,Iron,Total,27000,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825042.0000000000,,Zinc,Dissolved,360,ug/l,,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825063.0000000000,,Zinc,Total,367,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007825064.0000000000,,Aluminum,Total,26700,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-INVS2000GEWESTF,Sample,8/15/2000,WAPINST1,,211WVOWR-MW-011-0015,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007866855.0000000000,,Sulfate as SO4,Total,1380,mg/l,,300(A),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868219.0000000000,*Non-detect,Copper,Total,,,<2 ug/l,200.9,USEPA,,,,"ANALABS, Incorporated",8/30/2000,2,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868215.0000000000,,Magnesium,Total,5.01,mg/l,,242.1,USEPA,,,,"ANALABS, Incorporated",,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868214.0000000000,*Non-detect,Iron,Total,,,<30 ug/l,236.1,USEPA,,,,"ANALABS, Incorporated",8/31/2000,30,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868218.0000000000,,Calcium,Total,19.35,mg/l,,215.1,USEPA,,,,"ANALABS, Incorporated",,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868213.0000000000,,Zinc,Total,20,ug/l,,289.1,USEPA,,,,"ANALABS, Incorporated",,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868216.0000000000,*Non-detect,Manganese,Total,,,<50 ug/l,243.1,USEPA,,,,"ANALABS, Incorporated",8/31/2000,50,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868217.0000000000,,Aluminum,Total,140,ug/l,,202.1,USEPA,,,,"ANALABS, Incorporated",,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-INVS2000GEUGUY,Sample,8/29/2000,WAPINST1,,211WVOWR-OG-124-0006,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007868559.0000000000,,Sulfate as SO4,Total,75.76,mg/l,,375.2,USEPA,,,,"ANALABS, Incorporated",,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0009,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816960.0000000000,,Zinc,Total,180,ug/l,,,,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0009,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816958.0000000000,,Aluminum,Total,11000,ug/l,This value could be in violation of Water Quality Standards.,,,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0009,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816961.0000000000,,Lead,Total,0,ug/l,<2 ug/l,239.2,USEPA,,,,"Bio-Chem Testing, Inc.",3/23/2001,2,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0009,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816959.0000000000,,Iron,Total,180,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0009,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816956.0000000000,,Sulfate as SO4,Total,310,mg/l,,375.4,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816949.0000000000,,Lead,Total,0,,<2 ug/l,239.2,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816947.0000000000,,Iron,Total,1800,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816950.0000000000,,Aluminum,Total,11000,ug/l,This value could be in violation of Water Quality Standards.,,,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816948.0000000000,,Zinc,Total,180,ug/l,,,,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-TMDLELK2001-0,Sample,3/13/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007816944.0000000000,,Sulfate as SO4,Total,480,mg/l,,375.4,USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820519.0000000000,,Manganese,Total,2800,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820495.0000000000,,Lead,Dissolved,0,ug/l,<5 ug/l,239.2,USEPA,,,,"Bio-Chem Testing, Inc.",5/23/2001,5,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820494.0000000000,,Iron,Dissolved,1800,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820496.0000000000,,Aluminum,Dissolved,12000,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820518.0000000000,,Iron,Total,1900,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLELK2001-0,Sample,5/8/2001,TMDL,,211WVOWR-KE-026-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007820517.0000000000,,Aluminum,Total,12000,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007872568.0000000000,,Manganese,Total,3790,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873127.0000000000,,Aluminum,Dissolved,48700,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873128.0000000000,,Iron,Dissolved,61200,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007872566.0000000000,,Aluminum,Total,51700,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007872567.0000000000,,Iron,Total,64200,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-INVS2001GACHRV,Sample,6/18/2001,WAPINST2,,211WVOWR-MC-017-0008,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873255.0000000000,,Sulfate as SO4,Total,1060,mg/l,,300(A),USEPA,,,,Sturm Evironmental Services,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007914209.0000000000,,Manganese,Total,257,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007914207.0000000000,,Aluminum,Total,0,ug/l,<100 ug/l,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",,100,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007914098.0000000000,,Aluminum,Dissolved,0,ug/l,<100 ug/l,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",,100,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007914097.0000000000,,Iron,Dissolved,541,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007914208.0000000000,,Iron,Total,831,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01-TMDLUK2001-0,Sample,8/1/2001,TMDL,,211WVOWR-K-049-0014,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007875160.0000000000,,Sulfate as SO4,Total,40.7,mg/l,,300(A),USEPA,,,,"Bio-Chem Testing, Inc.",,5,mg/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/14/2001,TMDL,,211WVOWR-K-053-0010,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873828.0000000000,,Aluminum,Total,310,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/14/2001,TMDL,,211WVOWR-K-053-0010,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873829.0000000000,,Iron,Total,1440,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01-TMDLUK2001-0,Sample,8/14/2001,TMDL,,211WVOWR-K-053-0010,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007873830.0000000000,,Manganese,Total,316,ug/l,,200.7(W),USEPA,,,,,,,,,,STORET
